Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set	RemStat	cr_0	cr_1	cr_2	cr_3	cr_4	cr_5	cr_6	cr_0-cr_0	cr_0-cr_1	cr_0-cr_2	cr_0-cr_3	cr_0-cr_4	cr_0-cr_5	cr_0-cr_6	cr_1-cr_1	cr_1-cr_2	cr_1-cr_3	cr_1-cr_4	cr_1-cr_5	cr_1-cr_6	cr_2-cr_2	cr_2-cr_3	cr_2-cr_4	cr_2-cr_5	cr_2-cr_6	cr_3-cr_3	cr_3-cr_4	cr_3-cr_5	cr_3-cr_6	cr_4-cr_4	cr_4-cr_5	cr_4-cr_6	cr_5-cr_5	cr_5-cr_6	cr_6-cr_6	FittedValues	FitError	BETError
GULVUF	2146.71	0.6579273989425242	2674.581669	15.67	2262.2	35.1737708288	90000.0	3007.793560620676	40.11177851785647	Test	Retained	0.2814633771985798	0.5118379683047788	0.4594240953723559	0.22352282432854098	0.1304159238728626	0.11457720306809675	0.22819741683726397	0.07922163270403	0.1851654344929277	0.22162623961602357	0.18569460963112516	0.17097418584487495	0.1284794608700113	0.07614090038993618	0.2635945936105557	0.27328463239898615	0.22879121574066016	0.21051614296045015	0.29998746210717486	0.17774382303053388	0.21713298870996126	0.12258979188621442	0.10625629080712526	0.1601440138119253	0.23101125169852565	0.05942257721213767	0.04484625296260411	0.038543973643567465	0.1265674990479254	0.020292651905722915	0.01743664836205308	0.06671997921948694	0.014971225298012248	0.08041065831789335	0.05851920865658542	2198.190802604963	2.398125625024487	24.58979876182624
GULWAM	2377.279	0.504867543665107	2275.481317	8.45	2538.29	29.133521367399997	90000.0	2491.277332577655	4.795328296664179	Test	Retained	0.0	0.411336579851123	0.3647592388199982	0.27595893226082424	0.15616975575971923	0.09030269436140759	0.18029613938585287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17076431770804748	0.17582479561845926	0.22240880547650468	0.19944649447805562	0.1939675486111898	0.1152459605488037	0.13870550794822972	0.11834171945742303	0.09993208857313401	0.10250555667435744	0.14826743921827637	0.0870439853870869	0.06398804835388239	0.037417701081860794	0.12321481424680912	0.028205426613062426	0.01649556156634533	0.06329610843000608	0.009647172800115645	0.05195668298137344	0.03791497982158323	2338.6327820817924	-1.6256492367201174	-4.282109209730947
GULWIU	1972.7379999999998	0.6220111893176896	1957.192137	10.56	2312.4	25.0898904553	90000.0	2145.4967485697957	8.757308297898414	Test	Retained	0.1499121399769751	0.2944851077780429	0.27993515671154756	0.19532615021439434	0.13594256408359337	0.08121611247515004	0.15856955513975546	0.02247364971247618	0.057006853784765985	0.07314751761620156	0.0878527671629948	0.09452677203310829	0.04999450125276616	0.029130783697195912	0.0880656216592111	0.09785894434932658	0.11733625432359912	0.12614253358430533	0.12643120004838956	0.0736444316031631	0.08328419590723816	0.06719542124616512	0.06796574097087078	0.071859366265899	0.10186297212634145	0.04671926116002169	0.04130865741989776	0.024896840230416648	0.08035186997282558	0.02188214180194741	0.013190934398318345	0.04961416071156696	0.00795187144387066	0.04197877821030631	0.030026935284360276	2011.4053897712936	1.9600874404656756	-0.788034853082357
HEBZEV	761.658	0.6344782497827447	670.080747	7.52	601.14	8.9443074746	80000.0	764.8491984909849	0.4189804992509783	Test	Retained	0.0	0.019931363891081535	0.04617347955481394	0.03850790829520431	0.02187557005812133	0.01205639603485306	0.024795512521062116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005236366756025974	0.001484193524646708	0.002473257023102615	0.0019782494883860582	0.0018860299277337481	0.0011506706153948257	0.003207074538638554	0.003460758386348911	0.002306140241097957	0.0022783536089456616	0.0033858107717161727	0.003500955429314477	0.0025330930406025354	0.001453222399808989	0.004914661982164535	0.0010982087846490832	0.0006306985263919507	0.0024853789325222503	0.0003617751798021624	0.0020010416334690726	0.001499698088016696	619.8304772846934	-18.62089319816855	-12.02340853769015
HIFWAV	932.092	0.9772378836812669	898.9619869999998	6.52	955.059	11.014915484300001	70000.0	941.9118588596556	1.0535289284379101	Test	Retained	0.3422098234139855	0.2601421175453895	0.16172749893075614	0.08940792289583213	0.04653041575962371	0.02678985510675051	0.05377448590337744	0.11710756324103115	0.11512153727628588	0.09948399486101864	0.10578089066753353	0.08788621226769525	0.045466978653590805	0.02725155188047898	0.06891910928480556	0.051557269015114975	0.05460392161682408	0.04517908641606465	0.04427438653978013	0.02652776440758798	0.029465186653991744	0.020686795443149178	0.015680908998707454	0.01616185328912077	0.023555266072994775	0.012431356121018007	0.008456976897631991	0.0049698058600026115	0.016490646927153792	0.0034499209689035585	0.0020275812445175938	0.007839623560531474	0.001191416318801628	0.006465292299198997	0.004753726036056249	941.0101567197615	0.9567893212002201	-3.55437156418038
IMIXEI	2351.909	0.9605786890195704	2165.279625	6.7	2772.35	27.7931933629	80000.0	2376.662668125649	1.052492597530315	Test	Retained	0.0	0.13294727761637015	0.21928856246685285	0.2523194752661912	0.14104895586967225	0.08323775444798996	0.1707870420831879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018420741728700164	0.035453422257808426	0.06720540136871773	0.05943360395446187	0.05889414979535178	0.03586967116607798	0.0522666149269613	0.06679921138140374	0.055501138638566594	0.058007570295433665	0.08602821105115009	0.07394795834032031	0.05372358778550857	0.0320186833250401	0.10809861681735794	0.02340349008577704	0.013949862572538716	0.054878604642439176	0.008315029874084699	0.04591286069856206	0.034350685132836456	2190.1261463674973	-6.878788832072277	-7.93522942426769
ja078060t-file002	3070.969	0.5707517473313098	3587.016895	16.65	3298.74	46.0820314887	80000.0	3940.585109474309	28.31731969532448	Test	Retained	0.4399622422440936	0.6199889018233333	0.5414290263646679	0.3545998158380832	0.22789045062779778	0.15515082191957164	0.3021714539409532	0.1935667746004505	0.35020772589222715	0.40662604847122935	0.44103587716172127	0.4465066506819	0.2666322160016068	0.15463495045702813	0.38591048813814127	0.388141020400805	0.4208559489679945	0.4259953419848772	0.48217187248865234	0.27957729907694995	0.29920617211307965	0.21912469821480474	0.2094022904695481	0.2502162237615333	0.35321179686105775	0.13821526260099634	0.11466254942040344	0.07809159150320595	0.2509531923379064	0.05702983888285806	0.03884106995798605	0.14544981903598936	0.026453427758228377	0.13904258658217716	0.09902404708492052	2847.360768189607	-7.281357506715083	16.804073730474002
ja406030p003	2644.906	0.6173420915516221	2885.484951000001	14.58	2613.17	41.0426536656	100000.0	3509.6558173142525	32.694916844464515	Test	Retained	0.28005701904842834	0.26898220563150593	0.25135228737880927	0.2396944782094226	0.21960518011179958	0.12971101701189564	0.2690831941347404	0.07843193391829176	0.09737489102179055	0.1232940905417222	0.19660754263977784	0.274524172560529	0.14346107567869726	0.08829141954260572	0.07362354506115151	0.08072362706074088	0.1285485362159576	0.17948243777679346	0.17774728394130018	0.10937628676022916	0.06777144228623266	0.0726793502414636	0.09576383623277583	0.10004355485019252	0.14991731548057316	0.06738671750347099	0.07738800860116912	0.04609098430297102	0.15722378416488095	0.05318964564488603	0.03168577448286705	0.12594192353561748	0.018876039564270735	0.10530650805186338	0.07960307916554117	2705.0851873814245	2.275286432917636	9.095935772386651
KANMIX	1307.357	0.6744839255820877	1275.790511	9.39	1209.5484	16.1161412553	80000.0	1378.1299174797157	5.413434699146118	Test	Retained	0.23848769068476236	0.1856978936947681	0.1541421838661088	0.16720467451433266	0.08114209125304098	0.043482676480153054	0.08379532906904417	0.05687637860815088	0.05755368820605879	0.06631261873670206	0.1222264620657778	0.09575061483411954	0.0463612651915854	0.0268270209725049	0.03546199965881074	0.035361114324386024	0.06499853535171382	0.05071899149854379	0.04649281640980628	0.02688495656595305	0.026942539983732725	0.03317312590568056	0.023978074015486343	0.023086372898425793	0.03243600977924176	0.03554724914196289	0.02276703251798084	0.01252930164152431	0.04012546798602038	0.008743275866297473	0.004811230225786285	0.01795273698417709	0.002646450806899104	0.013857630623813932	0.00983115194729008	1357.5212450772156	3.8370732001446877	-2.4145270955064335
KARLIA	2464.895	0.6028776393947438	2469.05171	9.9	2535.78	31.7710302342	80000.0	2716.817045799004	10.220396641601532	Test	Retained	0.0	0.39993243016794466	0.46106404513219146	0.32008191214484133	0.1728456279143493	0.09884570788334503	0.1956909836926431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16149855990574424	0.21464631084586744	0.24763465149958808	0.2128948745008559	0.20484358875923814	0.12074646259239866	0.21864572606143637	0.17033015155527903	0.13807357999471861	0.140139426456743	0.2011058269335268	0.11431459644710919	0.08052788853840082	0.0465909346367827	0.15220992725191515	0.03401609123223589	0.01968273675910159	0.07492856794887244	0.011388932898339964	0.060851971077624196	0.044054791154021236	2557.582998883563	3.76032240251869	0.1686363922195551
KEFBOO	2576.604	0.9842357644506352	2621.859593	11.83	2974.44	33.065891222800005	80000.0	2827.5437166005627	9.739165063803492	Test	Retained	0.05928068571587208	0.23349537562019182	0.29493387178754416	0.2831876962455081	0.19357894827253502	0.11070089817209103	0.2126865463656101	0.0035141996989440007	0.017924916602560098	0.0304086654017024	0.048357470871070986	0.051660655503362685	0.026212762953953823	0.0150302190660809	0.055677984962496756	0.0817966734653348	0.1299023348557781	0.13866784087603376	0.13332148061781895	0.07641658111040354	0.0920621456134127	0.09862226815678708	0.0992363414106038	0.10062795865830086	0.14037226060860322	0.09125962626194575	0.07996101185516018	0.04623107550400788	0.14685133868033878	0.0419937177470416	0.0242844798859525	0.0898945770985653	0.014043414405541084	0.07296304245465127	0.05136335325922453	2623.1969664232015	1.8083091706448369	1.7564046706440073
KESBIU01	1144.47	0.8466893502004212	1055.925871	5.6	1080.63	13.455574144000002	55000.0	1150.6184384313856	0.5372301966312205	Test	Retained	0.0	0.1374257936866392	0.16637531431222072	0.11354876848575841	0.052031239014651634	0.03142482337392744	0.06406158392180131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01965275216293972	0.02825075462212834	0.03501964632463833	0.026112755286529614	0.02651274533683779	0.01606663098424719	0.03106637906267286	0.02572342781955982	0.017667683760354998	0.018913018850039057	0.027901612089437512	0.018379673261039328	0.011261400443793854	0.006873272524353884	0.023084619310132375	0.004135696177045217	0.00252412732847555	0.00987813668718217	0.0015405523267711242	0.008462037792676865	0.006298008989340497	1093.101539284807	-4.488406049541982	-7.736692879673571
KIKFIV	1066.515	0.6876046935728783	1037.859597	6.74	1193.67	12.6712566856	70000.0	1083.5495702017013	1.5972180608525122	Test	Retained	0.5117221298674348	0.3063853940290906	0.1849723373110349	0.11832438230173706	0.0641947359366427	0.03624778545043977	0.0690891475027837	0.2618595381960638	0.20236932840037342	0.16860923262471855	0.19686545921749513	0.16920278122963014	0.08582973294185033	0.04932694858630961	0.09524688154169937	0.06870983923416964	0.08001850153642157	0.0685984353815276	0.06591864758908585	0.03786208909611847	0.037894865961907505	0.02943864768920042	0.02337488627029135	0.023630387436024327	0.03296420356834277	0.019686953900923163	0.01387167377464803	0.007997879207913075	0.025410917535302648	0.005860729317817715	0.003379763601579169	0.012513847576031469	0.0019486356832563898	0.010124804380053552	0.007126916740993455	1119.2089668801877	4.940761909601613	-2.686826064331041
KONYOB	395.344	0.8106503245663063	393.780664	4.08	227.066	4.624796658	23000.0	395.4774617375592	0.033758381955758365	Test	Retained	0.0	0.04331564415648725	0.06600560021037331	0.017027333590225086	0.008158627292904196	0.004999378588263027	0.01252696014420247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002144340444108214	0.004065696278351776	0.0034850539473346587	0.0026022314856706456	0.0026850812121574606	0.001783418015174584	0.005861632145828889	0.003097352357075048	0.0017624555932581924	0.0019154078190366788	0.003196513266761026	0.0012022231141659446	0.0007770658362946512	0.0004811943534729813	0.0018377488560559522	0.0003009132500388687	0.00018632771925408318	0.0008311022935596574	0.00011537623217364283	0.0007225947407555882	0.0006096000940915837	436.88268672123496	10.50697284421541	-0.3954368853454188
KUJNEJ	2828.0570000000002	0.8542047945511453	2844.546572	12.45	3059.03	37.4508938573	100000.0	3202.5158158829804	13.24085108196124	Test	Retained	0.0	0.3042805179713611	0.4500685420570471	0.316673439508542	0.17880904881469753	0.11601314109762989	0.2315943806455537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09395620366527334	0.15991084090661867	0.18697280784053893	0.16745496771009333	0.18100947510745807	0.10747405513494185	0.20860351216265852	0.16472952892833417	0.13915971416259137	0.15877964293498723	0.22953236349010692	0.1120767485576088	0.08228542212315358	0.05351167509605288	0.17610436757696743	0.03622512760365739	0.02355938984843715	0.09034568969567858	0.015322412932975484	0.08247278621591293	0.06014825815263612	2713.730503689689	-4.042581048059183	0.583070708970857
la4012839_si_002	2128.3520000000008	0.7360672210828363	2100.940649	13.69	2127.634	27.904007781199997	80000.0	2386.138674989087	12.1120319847979	Test	Retained	0.33827714703328676	0.2652699002204256	0.247577945747785	0.22820833855118736	0.15250139146530634	0.08713619422761518	0.16993269161924263	0.11443142820497988	0.11601396939757926	0.1467950389023896	0.22732122036860963	0.23671315531200343	0.12019492833583291	0.06994034441787442	0.07162905218792376	0.07848265013151538	0.12135628672668457	0.12625305535123674	0.12146970497292191	0.07065782322944351	0.06584214338169313	0.06853984357603789	0.06706675514981517	0.06802908101681969	0.09629646097004825	0.06167919226309329	0.05271296824676098	0.03049089455790628	0.09828236019108341	0.026999663289121272	0.015621365460694656	0.058679592094332336	0.00903798734240097	0.04765005648775805	0.034038978979216296	2060.0490515052797	-3.2091941790982412	-1.2879143581513133
LELDUD	4134.508	0.6773954674772984	4884.042708	16.16	4290.62	63.980062047299995	80000.0	5471.088657813536	32.32744156774001	Test	Retained	0.05125701603501091	0.1971160145858733	0.5504898454546351	0.5219258712088694	0.3854470103979135	0.22080496958827156	0.44043300748995323	0.002627281692813366	0.013117218399961775	0.048148128613903926	0.0738052193509275	0.08577531375687006	0.04346863251873251	0.025771160473365994	0.03987860693884613	0.12679681945623122	0.19420132549407843	0.22562895286797396	0.21668018174709702	0.12843332517584868	0.3090795207553937	0.3201875653087788	0.35165769267830854	0.35636211901424003	0.5143251189924881	0.28600697288164506	0.2723050421342826	0.15730090755405646	0.5168335932679649	0.1554294869048379	0.08979782187570388	0.34380249917094463	0.05188091201710068	0.2787962024118944	0.20300001555434993	4236.091677436891	2.4569713599995664	18.12875215140472
LOXBEH	1287.748	0.5111999247652241	1380.201722	11.33	1365.82	18.3751292942	100000.0	1571.3014062573484	22.01932414240582	Test	Retained	0.3578988368685342	0.36294197066908696	0.2891507345572978	0.1500740925660772	0.09362991365132851	0.054101184192591516	0.10527874928993025	0.12809157743184965	0.1673893140636342	0.18013470481831337	0.1673962457583171	0.1623743569286582	0.0835834911400814	0.0486738734339897	0.1332227381222831	0.12416381859310181	0.11517465068615547	0.11158026295764019	0.10883336607268401	0.06335499820444006	0.08862558918627067	0.055208929035190986	0.05016686672492766	0.05158193778131893	0.07305369795028546	0.029474606222311527	0.023495330102355726	0.013768724434565636	0.044388459752594055	0.011224244064604514	0.006579604280188529	0.02472097534213904	0.0038567523111833184	0.020337540203614807	0.014530639673872518	1493.521299387241	15.979314228190683	7.179488688780722
LUMDIG	710.3430000000003	0.9616846842173205	707.782683	7.52	853.11	8.7134376039	80000.0	745.1069617597383	4.893968372988554	Test	Retained	0.035187970838554385	0.08999864167463421	0.07065380402161299	0.08190436623832534	0.03991386274032206	0.021853933824293986	0.04107147823724154	0.001238193291734954	0.00419098088298167	0.004882584252397038	0.010186691767550266	0.008063800537267006	0.004034927073013897	0.002312982798946055	0.008629606716675634	0.00867442413353094	0.017919369089425805	0.013981862901392186	0.013222025834929558	0.007562154148290534	0.006594812702184458	0.00890025820798216	0.006063003448089675	0.00596754821083241	0.008225160525800178	0.010806979085084255	0.006979956959921666	0.0039533819343760225	0.012493646434457342	0.0027029036002068573	0.0015304977785747427	0.005634518217179402	0.0008659933747097101	0.004472261634286346	0.0031281268321774894	866.1496793989379	21.934006444624295	-0.36043390305813966
MAYKOO	3048.276	0.67571984839835	3429.452654	12.25	3127.56	42.8370654454	100000.0	3663.100275193223	20.169573726041296	Test	Retained	0.0835524026279117	0.3056827818119388	0.7460801276609502	0.45018429886964983	0.26118248496045776	0.14828632248588777	0.28585815390182495	0.006981003984896668	0.03296725973839407	0.10575083270337707	0.10463605517467925	0.09642199486184233	0.04852138754668752	0.02787478419572963	0.09481507157902411	0.2634656194397229	0.26051603659829065	0.23993146400390927	0.22879842327812627	0.13140310321957335	0.5612600346599457	0.3753329568625585	0.32668270344502726	0.3287168989321927	0.45965732468707543	0.2161572014131372	0.16311208706104177	0.09355111926455192	0.29779729793055854	0.07380468383781909	0.04233472913527082	0.15703429984954953	0.02428360483552928	0.1264273408533626	0.08918540673169068	3456.991927703952	13.40810109399386	12.504663422865919
MIBQAR18	3460.2070000000012	0.6101682509358163	3735.927234	14.9999	3633.14	51.0515659729	90000.0	4365.541930101013	26.164184110979843	Test	Retained	0.0022313701018927294	0.009239532299779522	0.028377436987364762	0.19315065328178055	0.2870038029823754	0.16792029597343672	0.3406480278484424	4.979012531620769e-06	3.5610079370766754e-05	0.00015222526892677316	0.0012949547935421316	0.0028158977411967914	0.001457320914665663	0.0008782248601228306	0.00014459252878714943	0.0005286694807798106	0.004609911976603828	0.010205271600938783	0.009986171639383718	0.006013954317351819	0.0014783350723112938	0.00876312333981611	0.018246011379636006	0.018823616193936403	0.027598074630773038	0.045801617764078574	0.08239374252463473	0.04859608483085965	0.16229519482200191	0.08829744158388236	0.05209456210421503	0.20273733186122567	0.0307359342701618	0.16788987513407072	0.12426045973572195	3547.590974243457	2.52539730263119	7.968316172991931
NAYZOE	4034.0559999999996	0.9268846015385188	4472.654708	15.82314	4603.95	55.273088716000004	100000.0	4726.534471518078	17.165812064038725	Test	Retained	0.010970924705078138	0.053504564519078465	0.14168206094883132	0.3899159602773684	0.3415690575043667	0.19664788632465927	0.37795196943583087	0.00012036118888449382	0.0007953174269982101	0.002822439283790274	0.012010664855174076	0.016347038816014972	0.008326966273792903	0.004765829561792162	0.0031903696567320357	0.009794975132519677	0.0416082216233791	0.05659212680632976	0.054605603881698155	0.031231076587310877	0.023042351059092504	0.06617615929099714	0.08494479976176311	0.0864650449209673	0.12037567336359836	0.16500048375690465	0.18417372786603098	0.10693301622363562	0.3391277458869848	0.12318262220112146	0.0715331735318334	0.26436845462460934	0.041540774766187956	0.21548163751273608	0.151451216662006	3830.111519591586	-5.055568896624482	10.872400085670613
NIGDIS	3048.257	0.7503720833181008	3317.85999	13.86	3306.59	42.2576963939	80000.0	3613.5570371137337	18.54502547238417	Test	Retained	0.7424781356868855	1.0480316088830979	0.7483569333312939	0.48533219591483123	0.2546437968703941	0.14580821600196053	0.28337675605479007	0.5512737819730732	0.9969120325861848	0.9425622555659914	0.9980633466076757	0.8365497748365047	0.42439684424069263	0.24568957992548718	1.098044583443712	0.8993486954612994	0.9522968499423822	0.798114797382918	0.7673678180460017	0.4441505331980428	0.5646350973847276	0.4041307513835477	0.31988096864217924	0.32450223736457623	0.4572752210127143	0.24916217505949345	0.17095976518769457	0.098854757706198	0.31711916184220096	0.07034017182404127	0.040676707144731504	0.1520505770339624	0.023523023057697726	0.12341470767050675	0.08773379259758887	2927.092773669043	-3.9748691245835652	8.844496707462653
ODIXEG	3980.7929999999997	0.6380846526631092	3858.824342	10.02	4084.29	51.8366671903	80000.0	4432.677819443809	11.351628166644414	Test	Retained	0.08098757699400946	0.1271851306156148	0.13644827616327473	0.1758794092419036	0.30621294070215727	0.17106561047687802	0.3328862315699975	0.00655898762736061	0.013492242999645142	0.02012808596979823	0.04334341538312147	0.10870558520772694	0.053832467317534195	0.03118723752675999	0.01689423928178015	0.02180163709229024	0.04677862126495568	0.11761062863543906	0.11034433471559302	0.06390249154379438	0.021494450347805418	0.030921390025555644	0.07378344534146657	0.07297119469307793	0.10283712044737515	0.038834020284959456	0.08080708684085086	0.04559016391030533	0.14632782494141608	0.09991891960638448	0.05640381274552167	0.21100399432950398	0.03183992786602397	0.1671806855704569	0.11893989498643798	3567.0621027781995	-10.393177872393773	-3.0639286694887122
OFERUN02	1382.5620000000001	0.5080233389591208	1400.78466	11.32	1311.71	19.0466015048	90000.0	1628.7206065190594	17.804525693535584	Test	Retained	0.008626413265865709	0.027036363394847572	0.021892320082669666	0.1731306466304003	0.09054116920443595	0.05153963203017808	0.09944535526222133	7.44150058335039e-05	0.0003337436357912574	0.0004951590901812464	0.004554741823888382	0.0038023281173612308	0.0019331524184138238	0.0011181130374757747	0.0009011497666674517	0.001125984680635198	0.010503076535998695	0.00857612119070882	0.008232575312927287	0.004747139391741409	0.0010019814905352937	0.0065611066183818905	0.004605057799331432	0.0045996648446074186	0.006388486312128197	0.03777714009983087	0.02582011880196583	0.014942418052620777	0.047842147595909754	0.010582409519997093	0.006124786308629491	0.022850828912821995	0.0035445223093211755	0.018559495724714926	0.013166635611590267	1520.416458138596	9.970942217317983	1.3180356468642926
OGIYUZ	1235.856	0.8434880309952578	1272.015887	9.76	914.01175	15.7151610197	22000.0	1343.841135180994	8.737679404477069	Test	Retained	0.738243977598203	0.4029903053052683	0.30057963770519547	0.14070911114341186	0.07924086151085181	0.04622290935746477	0.09257395396580503	0.545004170460016	0.3830371202679747	0.3856442746856782	0.3272157437536793	0.2905314698073326	0.15096948371382646	0.09013602605700059	0.16395769618699582	0.14296821741660512	0.12109617588411799	0.10735743315116163	0.10570919906508473	0.06309715314340826	0.0954800206815456	0.05429070848998934	0.045058193847062944	0.0467718022871474	0.06795109362271687	0.026389407224247142	0.01921908854232278	0.011368933454504106	0.037597101076917334	0.008392121272062167	0.004965246991555438	0.019134197463178553	0.0029375875238746743	0.015888554822346128	0.011644022650794944	1302.2352061591039	5.371111695788497	2.9258980819771905
OJIDAN	1647.244	0.6064601564449826	1715.825934	19.52	1485.6777	30.3060042937	80000.0	2591.5391615645913	57.32576118441417	Test	Retained	0.3921368369775745	0.3540190386141352	0.24305967395419922	0.15286474616971027	0.10141132481042127	0.08652238350154208	0.19281241890698794	0.15377129891477684	0.17893356773184868	0.16721124378566674	0.18627105642784253	0.19066198240638757	0.13844480768083178	0.09089478721099323	0.12680900458794653	0.10262163121013834	0.11411855607142356	0.1166851524640299	0.16072897947830683	0.10552790123055643	0.06356912952035296	0.0474155659039974	0.045450104545752754	0.06639385870388823	0.10625991688711577	0.030426032198659823	0.025619519072312563	0.02131713327355781	0.07765395269684007	0.012923340322196943	0.010743317328001167	0.04559269071602327	0.008922177924450365	0.05313343917300627	0.04287204409472869	1737.3671883620061	5.471149894126566	4.163435046659758
OTAVOV	1176.096	0.9240771965116624	1084.343933	5.33	1316.41	13.7580628883	100000.0	1176.4849769294651	0.03307356962908544	Test	Retained	0.04740527258555326	0.15164865683879883	0.15582368138415714	0.1427681418988106	0.06937397653225434	0.03830608251184557	0.07285646459558197	0.0022472598689106072	0.009378694589167052	0.013314254412366121	0.02126688013077269	0.01670097286081145	0.008310838114702285	0.004765029378695909	0.02382963498152398	0.02927370446733926	0.046564831924379387	0.03636597120388119	0.034258443185140375	0.01962284729924339	0.027492070344165086	0.029258146071478433	0.02113081343875068	0.02092573363337637	0.029106954182458244	0.02705351098035531	0.017364004120470934	0.00982097587702426	0.03114151437157732	0.00668247269298061	0.0037792547180020538	0.01396229096265752	0.002136699874802083	0.011077213787861199	0.007779964923850466	1268.259340879224	7.836379077832427	-7.801409663836957
OVIWIA	406.204	0.7999912112618549	384.447089	4.77	184.774	4.7542756151	60000.0	406.5495181086772	0.08506024280341827	Test	Retained	0.026964973242512284	0.09657639087969912	0.10411052079406415	0.028485964649667815	0.013715587841975583	0.007475381317767912	0.013775708517144039	0.0007271097819694034	0.0034381317085764107	0.005246806110052966	0.004040275678336928	0.0032266032029378607	0.0016627887076993717	0.0009669752845027881	0.009891465999754684	0.013045060975842373	0.009804750481909886	0.007628045623180779	0.007424710177844325	0.004304732155695005	0.013115825207911899	0.006287669313286299	0.004152305211520845	0.004211617845270676	0.005883356453802742	0.002319884062868351	0.001498240185619624	0.0008609079059550263	0.0027235619896832843	0.0005798793724286244	0.0003328681956360268	0.0012259139668183254	0.00019069046976110545	0.000983985634241928	0.0006869408796857297	503.6534325155634	23.990269055834847	-5.356153804492324
PEVQOY	3299.434	0.6561976988392104	3545.979292	14.79	3541.0	47.89558787479999	90000.0	4095.666668585047	24.13240175693912	Test	Retained	0.0026492654328561017	0.011567669813983062	0.03108049570369649	0.22040123516288088	0.2715975981111101	0.15637827347349054	0.31537784150685116	7.018607333726227e-06	5.015665663463905e-05	0.00019268239503690375	0.0017262236061940143	0.0031726639973986325	0.001617532895860061	0.000969434990432791	0.00020778322383593727	0.0006807578488881552	0.006232537613215516	0.011542445459156012	0.011123139957572458	0.006660847599476002	0.001701113707889082	0.010612962759245859	0.01847217029999313	0.01875675460404945	0.02733983833090589	0.05794221452198767	0.08782302237210272	0.05102395132037074	0.16946474327691666	0.07949457467219576	0.04620052353069458	0.17881115892768215	0.02685116909456295	0.1458635687798782	0.10736447367981039	3366.0549290143504	2.0191623476738787	7.472351075972418
PUDSUD	1606.8329999999999	0.8485714147573441	1475.788614	6.75	1969.19	19.1573481118	90000.0	1638.1908146754865	1.951529167964949	Test	Retained	0.0	0.2913193361097688	0.3319134018263304	0.19162938928817436	0.09569399995030502	0.055541751852353806	0.10759455513347949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08620261532308832	0.11403416178712632	0.11416659270960652	0.09138704697924606	0.08945969284019531	0.051864906143528684	0.11557950698311144	0.07793264337631568	0.05854288755223619	0.06043003258450507	0.08524778741577538	0.04516525269224901	0.029639518138646254	0.01743915815757704	0.056004570155501726	0.011663484686404595	0.00686286321069914	0.025680670316253734	0.00403800502879261	0.021206999680845925	0.015090318578949671	1663.7929512250864	3.5448581915536073	-8.155445276515968
QOWRAV01	5234.245	0.6561404925457162	6646.180325	19.93	5462.23	89.18310762719999	100000.0	7626.261572660174	45.69936204094717	Test	Retained	0.021927266541673103	0.09504513572026539	0.27753265933025756	0.5515139267849933	0.5612931911989004	0.3189323529940472	0.6236508330400231	0.00048080501798957674	0.002752923006170153	0.010611205828262874	0.033269386468365074	0.05281058975478382	0.026527059892435024	0.015421269139313683	0.009590036287048073	0.03201250010081919	0.10025782030692407	0.1591851199058037	0.15151053518373825	0.08805175232929635	0.08191892789423465	0.17352731279957737	0.2604592547333435	0.2615841614957655	0.37014893969190565	0.3176495304361787	0.41323640205772694	0.2366171834688623	0.762315801156244	0.3221813658614884	0.1845055260908074	0.6926733059011382	0.10566454054937494	0.5567810537744984	0.3975294758488289	5001.444258926242	-4.447647006851193	26.97495675116469
RAVWUI	2893.55	0.7439197489526794	3537.289308	35.8	2889.73	87.71495117280001	100000.0	7500.715990668944	159.22192430298227	Test	Retained	0.0	0.1926284159499605	0.292267722776366	0.1730267481462957	0.0955947280767093	0.06608318328099648	0.20731615674697587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038111872894394036	0.06708216056476123	0.06940261144948773	0.06057250352713273	0.06906622713599246	0.06170872904443166	0.0904697126656932	0.06302370393809241	0.051633414574029944	0.062207661966943245	0.13587419236145398	0.03773747208454578	0.027068758191364835	0.01858677206691601	0.09238839655231033	0.011642170082614915	0.007993997221279752	0.04628680266975021	0.0054883440207270625	0.044582215714320736	0.04899379010872543	1947.073229173064	-32.7098813162702	22.24738843289384
